URL,Entered On,Sale Date,Winning Bid,Reserve / Bids,DISTILLERY,VINTAGE,REGION,BOTTLER,CASK TYPE,BOTTLED STRENGTH,BOTTLE SIZE,DISTILLERY STATUS,AGE,ABV (%),Volume (L),LOA (Litres of Alcohol),Reserve Met?,Where?
https://whiskyauctioneer.com/lot/1223-01/1-fettercairn-2008-1st-fill-amontillado-barrel-4647-cask-storage-whiskybroker,2025-04-14 00:00:00,2024-01-08 00:00:00,5500,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 6 BIDS,FETTERCAIRN,2008,HIGHLAND,STILL IN CASK,1ST FILL AMONTILLADO BARREL,54.8% AS OF 10/23,79.0496 RLA AS OF 10/23,OPERATIONAL,16,54.8,144.2510949,79.0496,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0821-06/1-teaninich-2010-1st-fill-amontillado-quarter-cask-706202-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-09-06 00:00:00,4500,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 21 BIDS,TEANINICH,2010,HIGHLAND,STILL IN CASK,1ST FILL AMONTILLADO QUARTER CASK,59.4% AS OF 10/11/2020,99.0899 BULK LITRE AS OF 10/11/2020,OPERATIONAL,11,59.4,99.0899,58.8594006,No,WhiskyAuction
https://whiskyauctioneer.com/lot/5006133/1-holyrood-2021-1st-fill-bourbon-barrel-280-charity-lot,2025-04-14 00:00:00,2021-06-07 00:00:00,3300,(No reserve/bid info),HOLYROOD,2021,LOWLAND,STILL IN CASK,1ST FILL EX-BOURBON,60.5% AS OF 31/5/21,200.6 BULK LITRE AS 31/5/21,OPERATIONAL,0,60.5,200.6,121.363,No,WhiskyAuction
https://whiskyauctioneer.com/lot/5006134/1-holyrood-2021-1st-fill-bourbon-barrel-279-charity-lot,2025-04-14 00:00:00,2021-06-07 00:00:00,3100,(No reserve/bid info),HOLYROOD,2021,LOWLAND,STILL IN CASK,1ST FILL EX-BOURBON,60.5% AS OF 31/5/21,197.3 BULK LITRE AS 31/5/21,OPERATIONAL,0,60.5,197.3,119.3665,No,WhiskyAuction
https://whiskyauctioneer.com/lot/5006135/1-holyrood-2021-1st-fill-bourbon-barrel-278-charity-lot,2025-04-14 00:00:00,2021-06-07 00:00:00,3100,(No reserve/bid info),HOLYROOD,2021,LOWLAND,STILL IN CASK,1ST FILL EX-BOURBON,60.5% AS OF 31/5/21,200.1 BULK LITRE AS 31/5/21,OPERATIONAL,0,60.5,200.1,121.0605,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0122-07/1-tullibardine-2012-1st-fill-madeira-wine-barrique-6511382012-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-02-07 00:00:00,4800,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 11 BIDS,TULLIBRADINE,2012,HIGHLAND,STILL IN CASK,1ST FILL MADEIRA WINE BARRIQUE,58.3% AS OF 11/21,108.2343 RLA AS OF 11/21,OPERATIONAL,10,58.3,185.6506003,108.2343,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0222-02/1-fettercairn-2008-1st-fill-moscatel-barrique-46482008-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-03-07 00:00:00,7100,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 10 BIDS,FETTERCAIRN,2008,HIGHLAND,STILL IN CASK,1ST FILL MOSCTAEL BARRIQUE,56.9% AS OF 11/21,85 RLA AS OF 11/21,OPERATIONAL,14,56.9,149.3848858,85,No,WhiskyAuction
https://whiskyauctioneer.com/lot/276856/1-springbank-1991-first-fill-oloroso-sherry-cask-411-cask-storage-whiskybroker,2025-04-14 00:00:00,2020-08-03 00:00:00,50600,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 14 BIDS,SPRINGBANK,1991,CAMPBELTOWN,STILL IN CASK,1ST FILL OLOROSO,50.2% AS OF 18/3/2020,114.9984 BULK LITRE AS OF 18/3/2020,OPERATIONAL,29,50.2,114.9984,57.7291968,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0322-05/1-craigellachie-2010-1st-fill-oloroso-barrique-900191-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-04-04 00:00:00,10000,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 20 BIDS,CRAIGELLACHIE,2010,SPEYSIDE,STILL IN CASK,1ST FILL OLOROSO BARRIQUE,65.2% AS OF 17/02/2022,198.71 BULK LITRES AS OF 17/02/2022,OPERATIONAL,12,65.2,198.71,129.55892,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0422-02/1-fettercairn-2008-1st-fill-oloroso-barrique-46522008-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-05-02 00:00:00,10000,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 30 BIDS,FETTERCAIRN,2008,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO BARRIQUE,56.6% AS OF 3/22,83 RLA AS OF 3/22,OPERATIONAL,14,56.6,146.6431095,83,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0222-04/1-knockdhu-2013-1st-fill-oloroso-barrique-3902013-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-03-07 00:00:00,5100,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 5 BIDS,KNOCKDHU,2013,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO BARRIQUE,58.6% AS OF 11/21,104 RLA AS OF 11/21,OPERATIONAL,9,58.6,177.4744027,104,No,WhiskyAuction
https://whiskyauctioneer.com/lot/329226/1-ardmore-2008-1st-fill-oloroso-octave-708522a-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-02-08 00:00:00,2600,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 7 BIDS,ARDMORE,2008,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO OCTAVE,57.6% AS OF 21/1/2021,50.2061 BULK LITRE AS OF 21/1/2021,OPERATIONAL,13,57.6,50.2061,28.9187136,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/335421/1-glenglassaugh-2015-1st-fill-oloroso-octave-60b-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-03-08 00:00:00,1800,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 9 BIDS,GLENGLASSAUGH,2015,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO OCTAVE,59.7% AS OF 14/1/2021,44.4 BULK LITRE AS OF 14/1/2021,OPERATIONAL,5,59.7,44.4,26.5068,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/327959/1-glenglassaugh-2015-1st-fill-oloroso-octave-60-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-02-08 00:00:00,2600,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 3 BIDS,GLENGLASSAUGH,2015,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO OCTAVE,59.7% AS OF 14/1/2021,44.4030 BULK LITRE AS OF 14/1/2021,OPERATIONAL,5,59.7,44.403,26.508591,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/327961/1-glenglassaugh-2015-1st-fill-oloroso-octave-60a-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-02-08 00:00:00,2200,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 19 BIDS,GLENGLASSAUGH,2015,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO OCTAVE,59.7% AS OF 14/1/2021,44.4030 BULK LITRE AS OF 14/1/2021,OPERATIONAL,5,59.7,44.403,26.508591,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/321454/1-tullibardine-2016-1st-fill-oloroso-octave-265b-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-01-11 00:00:00,1601,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 23 BIDS,TULLIBARDINE,2016,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO OCTAVE,66.6% AS OF 1/12/2020,45.3665 BULK LITRE AS OF 1/12/2020,OPERATIONAL,5,66.6,45.3665,30.214089,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/321456/1-tullibardine-2016-1st-fill-oloroso-octave-265c-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-01-11 00:00:00,1555,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 17 BIDS,TULLIBARDINE,2016,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO OCTAVE,66.6% AS OF 1/12/2020,44.2600 BULK LITRE AS OF 1/12/2020,OPERATIONAL,5,66.6,44.26,29.47716,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/309996/1-tullibardine-2018-1st-fill-sherry-octave-8000036e-cask-storage-whiskybroker,2025-04-14 00:00:00,2020-12-07 00:00:00,1250,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 20 BIDS,TULLIBARDINE,2018,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO OCTAVE,69.7% AS OF 8/10/2020,52.5977 BULK LITRE AS OF 8/10/2020,OPERATIONAL,2,69.7,52.5977,36.6605969,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/299534/1-tullibardine-2018-1st-fill-sherry-octave-8000036a-cask-storage-whiskybroker,2025-04-14 00:00:00,2020-11-09 00:00:00,1600,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 25 BIDS,TULLIBARDINE,2018,HIGHLAND,STILL IN CASK,1ST FILL OLOROSO OCTAVE,69.7% AS OF 8/10/2020,52.5977 BULK LITRE AS OF 8/10/2020,OPERATIONAL,2,69.7,52.5977,36.6605969,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/1021-03/1-craigellachie-2010-1st-fill-oloroso-quarter-cask-900187-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-11-08 00:00:00,5400,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 15 BIDS,CRAIGELLACHIE,2010,SPEYSIDE,STILL IN CASK,1ST FILL OLOROSO QUARTER CASK,66.3% AS OF 9/10/2020,116.4345 BULK LITRE AS OF 9/10/2020,OPERATIONAL,11,66.3,116.4345,77.1960735,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0821-04/1-craigellachie-2010-1st-fill-oloroso-quarter-cask-900187-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-09-06 00:00:00,5800,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 14 BIDS,CRAIGELLACHIE,2010,SPEYSIDE,STILL IN CASK,1ST FILL OLOROSO QUARTER CASK,66.3% AS OF 9/10/2020,116.4345 BULK LITRE AS OF 9/10/2020,OPERATIONAL,11,66.3,116.4345,77.1960735,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0921-08/1-glenlossie-2013-1st-fill-oloroso-quarter-cask-111153-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-10-04 00:00:00,4600,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 14 BIDS,GLENLOSSIE,2013,SPEYSIDE,STILL IN CASK,1ST FILL OLOROSO QUARTER CASK,63.3% AS OF 2021,63.3 RLA AS OF 2021,OPERATIONAL,8,63.3,100,63.3,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/1221-05/1-strathmill-2009-1st-fill-oloroso-quarter-cask-800835a-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-01-10 00:00:00,8100,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 18 BIDS,STRATHMILL,2009,SPEYSIDE,STILL IN CASK,1ST FILL OLOROSO QUARTER CASK,58.5% AS OF 11/21,60.7 RLA AS OF 11/21,OPERATIONAL,12,58.5,103.7606838,60.7,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/5019650/1-caol-ila-2007-1st-fill-palo-cortado-hogshead-18-cask-storage,2025-04-14 00:00:00,2021-08-09 00:00:00,16501,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 19 BIDS,CAOL ILA,2007,ISLAY,STILL IN CASK,1ST FILL PALO CORTADO,60.2% AS OF 17/12/2020,159.60 BULK LITRE AS OF 17/12/2020,OPERATIONAL,14,60.2,159.6,96.0792,No,WhiskyAuction
https://whiskyauctioneer.com/lot/1221-04/1-knockdhu-2013-1st-fill-palo-cortado-barrique-391-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-01-10 00:00:00,6000,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 13 BIDS,KNOCKDHU,2013,HIGHLAND,STILL IN CASK,1ST FILL PALO CORTADO BARRIQUE,56.4% AS OF 11/21,91.8 RLA AS OF 11/21,OPERATIONAL,8,56.4,162.7659574,91.8,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0222-07/1-tullibardine-2012-1st-fill-pineau-quarter-cask-651257-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-03-07 00:00:00,4500,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 12 BIDS,TULLIBRADINE,2012,HIGHLAND,STILL IN CASK,1ST FILL PINEAU QUARTER CASK,56.8% AS OF 11/21,65.7552 RLA AS OF 11/21,OPERATIONAL,10,56.8,115.7661972,65.7552,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0122-08/1-tullibardine-2012-1st-fill-pineau-quarter-cask-651257-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-02-07 00:00:00,3100,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 20 BIDS,TULLIBRADINE,2012,HIGHLAND,STILL IN CASK,1ST FILL PINEAU QUARTER CASK,56.8% AS OF 11/21,65.7552 RLA AS OF 11/21,OPERATIONAL,10,56.8,115.7661972,65.7552,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/1221-03/1-fettercairn-2008-1st-fill-px-barrique-4661-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-01-10 00:00:00,9200,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 23 BIDS,FETTERCAIRN,2008,HIGHLAND,STILL IN CASK,1ST FILL PX BARRIQUE,54% AS OF 11/21,68 RLA AS OF 11/21,OPERATIONAL,13,54,125.9259259,68,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0122-03/1-fettercairn-2008-1st-fill-px-barrique-46622008-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-02-07 00:00:00,8700,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 22 BIDS,FETTERCAIRN,2008,HIGHLAND,STILL IN CASK,1ST FILL PX BARRIQUE,56.4% AS OF 11/21,84 RLA AS OF 11/21,OPERATIONAL,14,56.4,148.9361702,84,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/1221-02/1-dailuaine-2010-1st-fill-px-quarter-cask-310230a-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-01-10 00:00:00,4200,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 16 BIDS,DAILUAINE,2010,SPEYSIDE,STILL IN CASK,1ST FILL PX QUARTER CASK,55.2% AS OF 11/21,44.1 RLA AS OF 11/21,OPERATIONAL,11,55.2,79.89130435,44.1,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0222-03/1-glen-ord-2013-1st-fill-px-quarter-cask-2542013-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-03-07 00:00:00,5600,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 10 BIDS,GLEN ORD,2013,HIGHLAND,STILL IN CASK,1ST FILL PX QUARTER CASK,59.1% AS OF 11/21,62 RLA AS OF 11/21,OPERATIONAL,9,59.1,104.9069374,62,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0821-05/1-inchgower-2009-1st-fill-px-quarter-cask-803605a-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-09-06 00:00:00,4600,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 22 BIDS,INCHGOWER,2009,SPEYSIDE,STILL IN CASK,1ST FILL PX QUARTER CASK,59.3% AS OF 14/1/2021,119.1080 BULK LITRE AS OF 14/1/2021,OPERATIONAL,12,59.3,119.108,70.631044,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0122-06/1-knockdhu-2013-1st-fill-px-quarter-cask-3932013-cask-storage-whiskybroker,2025-04-14 00:00:00,2022-02-07 00:00:00,3500,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 7 BIDS,KNOCKDHU,2013,HIGHLAND,STILL IN CASK,1ST FILL PX QUARTER CASK,57.0% AS OF 11/21,50.9 RLA AS OF 11/21,OPERATIONAL,9,57,89.29824561,50.9,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/1021-04/1-arran-1996-sherry-hogshead-1202-cask-storage-lochranza,2025-04-14 00:00:00,2021-11-08 00:00:00,33000,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 37 BIDS,ARRAN (LOCHRANZA),1996,ISLAND,STILL IN CASK,1ST FILL SHERRY HOGSHEAD,54.7% AS OF 21/9/2021,138.1 BULK LITRE AS OF 21/9/2021,OPERATIONAL,25,54.7,138.1,75.5407,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/341417/1-arran-1996-1st-fill-sherry-hogshead-94-cask-storage-lochranza,2025-04-14 00:00:00,2021-04-05 00:00:00,40500,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 34 BIDS,ARRAN (LOCHRANZA),1996,ISLAND,STILL IN CASK,1ST FILL SHERRY HOGSHEAD,51.3% AS OF 24/2/2021,210.7 BULK LITRE AS OF 24/2/2021,OPERATIONAL,25,51.3,210.7,108.0891,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0225-01/cask-arran-2014-first-fill-sherry-hogshead-140913-stored-lochranza,2025-04-14 00:00:00,2025-03-10 00:00:00,6100,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 21 BIDS,LOCHRANZA,2014,ISLAND,STILL IN CASK,1ST FILL SHERRY HOGSHEAD,57.3% AS OF JANUARY 2025,BULK 202.7 LITRES AS OF JANUARY 2025,OPERATIONAL,11,57.3,202.7,116.1471,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0921-05/1-crolly-irish-single-malt-2020-ex-bourbon-cask-200-litre-cask-storage-crolly-whiskey,2025-04-14 00:00:00,2021-10-04 00:00:00,6000,(No reserve/bid info),CROLLY,2020,IRELAND,STILL IN CASK,200 LITRE EX-BOURBON,N/A,200 LITRE BARREL,OPERATIONAL,1,N/A,200,0,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0921-07/1-ardmore-2009-barrel-708495-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-10-04 00:00:00,6200,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 12 BIDS,ARDMORE,2009,HIGHLAND,STILL IN CASK,BARREL,60.6% AS OF 2021,93.4 RLA AS OF 2021,OPERATIONAL,12,60.6,154.1254125,93.4,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0722-01/1-aultmore-2012-barrel-800973-cask-storage-beam-suntory,2025-04-14 00:00:00,2022-08-08 00:00:00,4000,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 15 BIDS,AULTMORE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 29.5.2012,120.7 BULK LITRE AS OF 29.5.2012,OPERATIONAL,10,63.4,120.7,76.5238,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/1121-01/1-aultmore-2012-barrel-800976-cask-storage-beam-suntory,2025-04-14 00:00:00,2021-12-06 00:00:00,3300,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 10 BIDS,AULTMORE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 29.5.2012,125.8 BULK LITRE AS OF 29.5.2012,OPERATIONAL,9,63.4,125.8,79.7572,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/1021-02/1-aultmore-2012-barrel-800975-cask-storage-beam-suntory,2025-04-14 00:00:00,2021-11-08 00:00:00,4200,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 28 BIDS,AULTMORE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 29.5.2012,122 OLA AS OF 29.5.2012,OPERATIONAL,9,63.4,192.4290221,122,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0921-02/1-aultmore-2012-barrel-800974-cask-storage-beam-suntory,2025-04-14 00:00:00,2021-10-04 00:00:00,3400,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 37 BIDS,AULTMORE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 29.5.2012,125.2 BULK LITRE AS OF 29.5.2012,OPERATIONAL,9,63.4,125.2,79.3768,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0821-02/1-aultmore-2012-barrel-800973-cask-storage-beam-suntory,2025-04-14 00:00:00,2021-09-06 00:00:00,4100,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 15 BIDS,AULTMORE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 29.5.2012,120.7 BULK LITRE AS OF 29.5.2012,OPERATIONAL,9,63.4,120.7,76.5238,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0722-01a/1-aultmore-2012-barrel-800973-cask-storage-beam-suntory,2025-04-14 00:00:00,2023-03-06 00:00:00,3400,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 15 BIDS,AULTMORE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 29.5.2012,120.7 BULK LITRE AS OF 29.5.2012,OPERATIONAL,11,63.4,120.7,76.5238,No,WhiskyAuction
https://whiskyauctioneer.com/lot/190317/1-caroni-1997-barrel-60-cask-storage-whiskybroker,2025-04-14 00:00:00,2019-07-01 00:00:00,29000,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 17 BIDS,CARONI,1997,TRINIDAD,STILL IN CASK,BARREL,64.5% AS OF 13/05/2019,162.3 LITRE AS OF 13/05/2019,CLOSED,22,64.5,162.3,104.6835,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/183740/1-caroni-1997-barrel-82-cask-storage-whiskybroker,2025-04-14 00:00:00,2019-05-20 00:00:00,25000,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 21 BIDS,CARONI,1997,TRINIDAD,STILL IN CASK,BARREL,61.7% AS OF 11/04/2019,158 LITRE AS OF 11/04/2019,CLOSED,22,61.7,158,97.486,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/183741/1-caroni-1997-barrel-84-cask-storage-whiskybroker,2025-04-14 00:00:00,2019-05-20 00:00:00,25000,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 22 BIDS,CARONI,1997,TRINIDAD,STILL IN CASK,BARREL,62.1% AS OF 11/04/2019,168.6 LITRE AS OF 11/04/2019,CLOSED,22,62.1,168.6,104.7006,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0122-02a/1-craigellachie-2012-barrel-800673-cask-storage-beam-springburn,2025-04-14 00:00:00,2022-03-07 00:00:00,4300,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 12 BIDS,CRAIGELLACHIE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 31.10.2012,105.4 BULK LITRES AS OF 31.10.2012,OPERATIONAL,10,63.4,105.4,66.8236,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0921-03/1-craigellachie-2012-barrel-800676-cask-storage-beam-springburn,2025-04-14 00:00:00,2021-10-04 00:00:00,4500,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 17 BIDS,CRAIGELLACHIE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 31.10.2012,128.5 BULK LITRES AS OF 31.10.2012,OPERATIONAL,9,63.4,128.5,81.469,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0821-03/1-craigellachie-2012-barrel-800673-cask-storage-beam-springburn,2025-04-14 00:00:00,2021-09-06 00:00:00,4100,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 14 BIDS,CRAIGELLACHIE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 31.10.2012,105.4 BULK LITRES AS OF 31.10.2012,OPERATIONAL,9,63.4,105.4,66.8236,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0122-02/1-craigellachie-2012-barrel-800673-cask-storage-beam-springburn,2025-04-14 00:00:00,2022-02-07 00:00:00,3100,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 8 BIDS,CRAIGELLACHIE,2012,SPEYSIDE,STILL IN CASK,BARREL,63.4% AS OF 31.10.2012,105.4 BULK LITRES AS OF 31.10.2012,OPERATIONAL,10,63.4,105.4,66.8236,No,WhiskyAuction
https://whiskyauctioneer.com/lot/5001404/1-dalmunach-2016-barrel-973-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-05-10 00:00:00,3401,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 46 BIDS,DALMUNACH,2016,SPEYSIDE,STILL IN CASK,BARREL,67.2% AS OF 6/4/2021,109.550 BULK LITRE AS OF 6/4/2021,OPERATIONAL,4,67.2,109.55,73.6176,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/327957/1-dalmunach-2016-barrel-934-cask-storage-whiskybroker,2025-04-14 00:00:00,2021-02-08 00:00:00,3900,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 21 BIDS,DALMUNACH,2016,SPEYSIDE,STILL IN CASK,BARREL,67.3% AS OF 13/1/2021,192.009 BULK LITRE AS OF 13/1/2021,OPERATIONAL,4,67.3,192.009,129.222057,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/299830/glen-moray-2007-barrel-6343-cask-storage-whiskybroker,2025-04-14 00:00:00,2020-11-09 00:00:00,5200,(RESERVE NOT MET) THIS LOT CURRENTLY HAS: 16 BIDS,GLEN MORAY,2007,SPEYSIDE,STILL IN CASK,BARREL,59.6% AS OF 9/9/2020,148.0 BULK LITRE AS OF 9/9/2020,OPERATIONAL,13,59.6,148,88.208,No,WhiskyAuction
https://whiskyauctioneer.com/lot/0824-03/cask-heaven-hill-2009-barrel-3440944-stored-inveralmond-bond,2025-04-14 00:00:00,2024-09-09 00:00:00,8800,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 25 BIDS,HEAVEN HILL BERNHEIM,2009,"KENTUCKY, USA",STILL IN CASK,BARREL,65.6% AS OF 21/05/2024,BULK 147.8 LITRES AS OF 21/05/2024,OPERATIONAL,15,65.6,147.8,96.9568,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0824-04/cask-heaven-hill-2009-barrel-3440946-stored-inveralmond-bond,2025-04-14 00:00:00,2024-09-09 00:00:00,8800,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 28 BIDS,HEAVEN HILL BERNHEIM,2009,"KENTUCKY, USA",STILL IN CASK,BARREL,62.5% AS OF 21/05/2024,BULK 165.5 LITRES AS OF 21/05/2024,OPERATIONAL,15,62.5,165.5,103.4375,Yes,WhiskyAuction
https://whiskyauctioneer.com/lot/0824-02/cask-heaven-hill-2009-barrel-3440943-stored-inveralmond-bond,2025-04-14 00:00:00,2024-09-09 00:00:00,9100,(RESERVE HAS BEEN MET) THIS LOT CURRENTLY HAS: 33 BIDS,HEAVEN HILL BERNHEIM,2009,"KENTUCKY, USA",STILL IN CASK,BARREL,66.4% AS OF 21/05/2024,BULK 158.3 LITRES AS OF 21/05/2024,OPERATIONAL,15,66.4,158.3,105.1112,Yes,WhiskyAuction
